player_id,season,alter,tore_pro_spiel,tore_abs,assists_pro_spiel,assists_abs,rote_karten_pro_spiel,gelbe_karten_pro_spiel,gelb_rote_karten_pro_spiel,rote_karten_abs,gelbe_karten_abs,gelb_rote_karten_abs,startelf_pro_spiel,startelf_abs,minuten_pro_spiel,minuten_abs,anzahl_spiele,team_tore_pro_spiel,team_tore_abs,team_gegentore_pro_spiel,team_gegentore_abs,siege_pro_spiel,unentschieden_pro_spiel,niederlagen_pro_spiel,siege_abs,unentschieden_abs,niederlagen_abs,prozent_1_liga,prozent_pl,ziel_rating_avg_naechste_saison,position_Abwehr,position_Defensives Mittelfeld,position_Hängende Spitze,position_Innenverteidiger,position_Linker Verteidiger,position_Linkes Mittelfeld,position_Linksaußen,position_Mittelfeld,position_Mittelstürmer,position_Offensives Mittelfeld,position_Rechter Verteidiger,position_Rechtes Mittelfeld,position_Rechtsaußen,position_Sturm,position_Torwart,position_Zentrales Mittelfeld
44857,2024,33.0,0.1724137931034483,5,0.034482758620689655,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.82758620689656,2431,29,1.103448275862069,32,1.3448275862068966,39,0.3103448275862069,0.27586206896551724,0.41379310344827586,9,8,12,0.0,100.0,7.057894736842105,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45023,2020,34.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,1170,13,1.4615384615384615,19,1.4615384615384615,19,0.38461538461538464,0.46153846153846156,0.15384615384615385,5,6,2,0.0,100.0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45023,2021,35.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78.1,781,10,1.7,17,1.8,18,0.2,0.4,0.4,2,4,4,0.0,100.0,7.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45023,2022,36.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.2,1664,20,1.8,36,1.15,23,0.55,0.3,0.15,11,6,3,0.0,100.0,7.242857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45023,2023,37.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,1260,14,0.8571428571428571,12,1.2142857142857142,17,0.35714285714285715,0.14285714285714285,0.5,5,2,7,0.0,0.0,7.074999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45173,2020,31.0,0.1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,900,10,1.5,15,1.6,16,0.1,0.4,0.5,1,4,5,0.0,100.0,6.6866666666666665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45881,2022,36.0,0.45454545454545453,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66.18181818181819,728,11,1.2727272727272727,14,0.7272727272727273,8,0.5454545454545454,0.09090909090909091,0.36363636363636365,6,1,4,0.0,0.0,6.425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46017,2021,33.0,0.13636363636363635,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81.04545454545455,1783,22,1.5,33,0.7272727272727273,16,0.6363636363636364,0.18181818181818182,0.18181818181818182,14,4,4,0.0,100.0,7.167999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46017,2022,34.0,0.16,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.36,2134,25,1.72,43,0.88,22,0.72,0.04,0.24,18,1,6,0.0,0.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47544,2021,32.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.666666666666668,62,3,0.3333333333333333,1,0.0,0,1.0,0.0,0.0,3,0,0,0.0,100.0,6.433333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
