season,league,club_id
2025,pl,2074
2025,pl,13544
2025,pl,8650
2025,pl,5508
2025,pl,2155
2025,pl,5299
2025,pl,1277
2025,pl,5501
2025,pl,5504
2025,pl,5494
2025,pl,18051
2025,pl,2772
2025,pl,15446
2025,pl,17574
2025,pl,2053
2025,pl,48428
2025,pl,49621
2025,pl,3530
